K_text,B_text,T_text,Anna_exit,trial_num,trial_code,cond,K_hit,B_hit,T_hit,book_move,start_shelf,mid_shelf,end_shelf,rectangle,rectangle_path,Todd_mid,Todd_final,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,frame_10,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,frames.thisRepN,frames.thisTrialN,frames.thisN,frames.thisIndex,sessionInst.started,startSession.started,startSession.keys,startSession.rt,crossText.started,movingImage.started,staticImage.started,promptText3.started,rectImage.started,respText.started,keyResp.started,keyResp.keys,keyResp.rt,crossText.stopped,respText.stopped,keyResp.stopped,subject,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.75581278221216,17.75581278221216,left,37.3643245989806,,,,,,,,,,,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,9,per_9,per_K,1,1,1,switch,X-O-B,X-B-O,X-B-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_X-O-B.png,stimuli/m0_wW-R_X-O-B.png,stimuli/m0_none_X-O-B.png,stimuli/mW-R_none_X-O-B.png,stimuli/mB-R_none_X-O-B.png,stimuli/mB-R_none_X-B-O.png,stimuli/mB-R_none_X-B-X.png,stimuli/mW-L_none_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_wW-L_X-B-X.png,0,0,0,8,,,,,,,,,55.18726561364019,61.824106837506406,62.58441278053215,62.58441278053215,62.58441278053215,63.448484239925165,63.448484239925165,right,1.2706749500357546,,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,11,mem_2,mem_K,1,1,1,no,O-B-O,O-B-X,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_O-B-O.png,stimuli/mW-R_w0_O-B-O.png,stimuli/mB-L_w0_O-B-O.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,1,1,10,,,,,,,,,64.7483804282383,71.4204919700278,72.16285317955771,72.16285317955771,72.16285317955771,73.04868563980563,73.04868563980563,left,0.6469728370429948,65.81170717655914,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,1,per_1,per_K,1,1,1,no,B-X-X,B-O-X,B-X-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_B-X-X.png,stimuli/m0_wW-R_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/mW-R_none_B-X-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mB-M_none_B-O-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mW-L_none_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/m0_wW-L_B-X-X.png,0,2,2,0,,,,,,,,,73.7155360194156,80.38812202814734,81.12398409849266,81.12398409849266,81.12398409849266,82.01541841315338,82.01541841315338,left,0.7124691731878556,74.76999353902647,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,16,mem_7,mem_K,1,1,1,switch,B-X-O,O-X-B,O-X-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_B-X-O.png,stimuli/mW-R_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,3,3,15,,,,,,,,,82.74873940629186,89.40041871153517,90.16392209375044,90.16392209375044,90.16392209375044,91.0486750532873,91.0486750532873,left,0.015034118026960641,83.80561577732442,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,13,mem_4,mem_K,1,1,1,no,B-X-O,B-X-O,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_B-X-O.png,stimuli/mW-R_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,4,4,12,,,,,,,,,91.08210781402886,97.75544097198872,98.49262154084863,98.49262154084863,98.49262154084863,99.38189653347945,99.38189653347945,right,2.0494331361260265,92.14231604058295,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,22,no_4,no_K,0,0,0,no,O-X-X,O-O-X,O-X-X,M,stimuli/blue-M.png,mB-M,m0,stimuli/m0_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/mW-R_none_O-X-X.png,stimuli/mB-M_none_O-X-X.png,stimuli/mB-M_none_O-O-X.png,stimuli/mB-M_none_O-X-X.png,stimuli/mW-L_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,5,5,21,,,,,,,,,101.44850252568722,108.12363602768164,108.8601053772145,108.8601053772145,108.8601053772145,109.74845292960526,109.74845292960526,right,0.5706837400794029,102.51062594359973,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,20,no_2,no_K,0,0,0,no,X-O-X,O-O-X,X-O-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/mW-R_none_X-O-X.png,stimuli/mB-L_none_X-O-X.png,stimuli/mB-L_none_O-O-X.png,stimuli/mB-L_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,6,6,19,,,,,,,,,110.34847179282224,117.02387669374002,117.76034540170804,117.76034540170804,117.76034540170804,118.64875069854315,118.64875069854315,right,1.4940850685816258,111.41069915069966,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,25,no_7,no_K,0,0,0,hide,B-X-X,B-O-O,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_B-X-X.png,stimuli/m0_wW-R_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/mW-R_none_B-X-X.png,stimuli/mB-L_none_B-X-X.png,stimuli/mB-L_none_B-O-O.png,stimuli/mB-L_none_O-X-X.png,stimuli/mW-L_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,7,7,24,,,,,,,,,120.16520466242218,126.84129800571827,127.57960106275277,127.57960106275277,127.57960106275277,128.46531643002527,128.46531643002527,right,1.5498411969747394,121.21828305179952,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,24,no_6,no_K,0,0,0,no,X-X-X,X-X-O,X-X-X,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/mW-R_none_X-X-X.png,stimuli/mB-R_none_X-X-X.png,stimuli/mB-R_none_X-X-O.png,stimuli/mB-R_none_X-X-X.png,stimuli/mW-L_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,8,8,23,,,,,,,,,130.0318852091441,136.70380041975295,137.4448335066554,137.4448335066554,137.4448335066554,138.3319591220352,138.3319591220352,right,0.25221693253843114,131.0862625281443,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,26,no_8,no_K,0,0,0,hide,X-B-O,O-B-O,X-O-X,R,stimuli/blue-R.png,mB-L,m0,stimuli/m0_w0_X-B-O.png,stimuli/m0_wW-R_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/mW-R_none_X-B-O.png,stimuli/mB-L_none_X-B-O.png,stimuli/mB-L_none_O-B-O.png,stimuli/mB-L_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,9,9,25,,,,,,,,,138.61569006880745,145.2887162187253,146.02779561799252,146.02779561799252,146.02779561799252,146.9153511088225,146.9153511088225,right,1.1962651144713163,139.656840697804,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,23,no_5,no_K,0,0,0,no,X-O-X,X-O-O,X-O-X,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/mW-R_none_X-O-X.png,stimuli/mB-R_none_X-O-X.png,stimuli/mB-R_none_X-O-O.png,stimuli/mB-R_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,10,10,22,,,,,,,,,148.13201378681697,154.80908974836348,155.54582696809666,155.54582696809666,155.54582696809666,156.43196066189557,156.43196066189557,right,0.8234193839598447,149.19343015586492,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,10,mem_1,mem_K,1,1,1,no,O-X-B,X-X-B,X-X-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_X-X-B.png,stimuli/mB-M_w0_X-X-X.png,stimuli/mW-L_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,11,11,9,,,,,,,,,157.2820185025921,163.9549179354799,164.6889979474945,164.6889979474945,164.6889979474945,165.5821623504744,165.5821623504744,left,0.47341062605846673,158.34582356759347,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,5,per_5,per_K,1,1,1,no,X-B-O,O-B-O,X-B-O,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-B-O.png,stimuli/mW-R_w0_X-B-O.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mB-L_w0_O-B-O.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mW-L_w0_X-B-O.png,stimuli/m0_wW-R_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/m0_wW-L_X-B-O.png,0,12,12,4,,,,,,,,,166.08196986897383,172.75543070631102,173.47375193366315,173.47375193366315,173.47375193366315,174.38214162667282,174.38214162667282,left,0.4741827978868969,167.13849592354381,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,28,no_10,no_K,0,0,0,hide,O-B-O,O-B-O,X-O-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-B-O.png,stimuli/m0_wW-R_O-B-O.png,stimuli/m0_none_O-B-O.png,stimuli/mW-R_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,13,13,27,,,,,,,,,174.8820434610825,181.5513046719716,182.29299283778528,182.29299283778528,182.29299283778528,183.1822036698577,183.1822036698577,right,1.2573189766262658,175.9360672556213,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,8,per_8,per_K,1,1,1,switch,O-X-B,B-X-O,B-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_O-X-B.png,stimuli/m0_wW-R_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/mW-R_none_O-X-B.png,stimuli/mB-L_none_O-X-B.png,stimuli/mB-L_none_B-X-O.png,stimuli/mB-L_none_B-X-X.png,stimuli/mW-L_none_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/m0_wW-L_B-X-X.png,0,14,14,7,,,,,,,,,184.46560418995796,191.13794253912056,191.8794545843266,191.8794545843266,191.8794545843266,192.76556582195917,192.76556582195917,right,2.6741342283203267,185.52491031965474,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,19,no_1,no_K,0,0,0,no,X-X-X,O-X-X,X-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/mW-R_none_X-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mB-L_none_O-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mW-L_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,15,15,18,,,,,,,,,195.46541235002223,202.133741950267,202.87831573520089,202.87831573520089,202.87831573520089,203.76566366676707,203.76566366676707,right,0.6108389186556451,196.5254624208901,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,27,no_9,no_K,0,0,0,hide,X-X-B,O-O-B,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_X-X-B.png,stimuli/m0_wW-R_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/mW-R_none_X-X-B.png,stimuli/mB-M_none_X-X-B.png,stimuli/mB-M_none_O-O-B.png,stimuli/mB-M_none_X-X-O.png,stimuli/mW-L_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,16,16,26,,,,,,,,,204.3987207034952,211.07348367851228,211.8145584698068,211.8145584698068,211.8145584698068,212.69890465174103,212.69890465174103,right,0.4683230180526152,205.4628478542436,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,6,per_6,per_K,1,1,1,no,X-B-X,O-B-X,X-B-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-B-X.png,stimuli/mW-R_w0_X-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mW-L_w0_X-B-X.png,stimuli/m0_wW-R_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_wW-L_X-B-X.png,0,17,17,5,,,,,,,,,213.19875579932705,219.87274339451687,220.61080681206658,220.61080681206658,220.61080681206658,221.4988143137307,221.4988143137307,left,0.6927811985951848,214.25330442690756,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,17,mem_8,mem_K,1,1,1,switch,O-X-B,B-X-O,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,18,18,16,,,,,,,,,222.21562135289423,228.88992782583227,229.62761654600035,229.62761654600035,229.62761654600035,230.5157122683595,230.5157122683595,left,0.7159405777929351,223.26968011492863,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,4,per_4,per_K,1,1,1,no,O-X-B,O-O-B,O-X-B,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_O-O-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mW-L_w0_O-X-B.png,stimuli/m0_wW-R_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/m0_wW-L_O-X-B.png,0,19,19,3,,,,,,,,,231.24872785742627,237.92233883042354,238.65844246500637,238.65844246500637,238.65844246500637,239.54888806620147,239.54888806620147,left,0.34747251914814115,232.30890239967266,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,3,per_3,per_K,1,1,1,no,O-B-X,O-B-O,O-B-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_O-B-X.png,stimuli/m0_wW-R_O-B-X.png,stimuli/m0_none_O-B-X.png,stimuli/mW-R_none_O-B-X.png,stimuli/mB-R_none_O-B-X.png,stimuli/mB-R_none_O-B-O.png,stimuli/mB-R_none_O-B-X.png,stimuli/mW-L_none_O-B-X.png,stimuli/m0_none_O-B-X.png,stimuli/m0_wW-L_O-B-X.png,0,20,20,2,,,,,,,,,239.91550958529115,246.5675988761941,247.30650311725913,247.30650311725913,247.30650311725913,248.2154776333482,248.2154776333482,left,0.2807994792237878,240.9752715754439,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,14,mem_5,mem_K,1,1,1,no,O-B-X,O-B-X,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_O-B-X.png,stimuli/mW-R_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,21,21,13,,,,,,,,,248.51538889936637,255.1894833217957,255.9289409473422,255.9289409473422,255.9289409473422,256.8157220207504,256.8157220207504,left,0.568708558625076,249.5786072164192,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,18,mem_9,mem_K,1,1,1,switch,X-O-B,X-B-O,X-X-O,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-L_w0_X-O-B.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mB-L_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,22,22,17,,,,,,,,,257.41574345034314,264.0657423916855,264.8047425527475,264.8047425527475,264.8047425527475,265.7157317089732,265.7157317089732,left,0.6045235992060043,258.47140750847757,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,21,no_3,no_K,0,0,0,no,X-X-O,X-O-O,X-X-O,M,stimuli/blue-M.png,mB-M,m0,stimuli/m0_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/mW-R_none_X-X-O.png,stimuli/mB-M_none_X-X-O.png,stimuli/mB-M_none_X-O-O.png,stimuli/mB-M_none_X-X-O.png,stimuli/mW-L_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,23,23,20,,,,,,,,,266.3488163347356,273.0214180628536,273.7622599514434,273.7622599514434,273.7622599514434,274.64883699442726,274.64883699442726,right,0.006990314403083175,267.4040453846101,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,12,mem_3,mem_K,1,1,1,no,X-O-B,X-O-B,X-O-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-X.png,stimuli/mW-L_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,24,24,11,,,,,,,,,274.6820439102012,281.3554069027887,282.0907062853803,282.0907062853803,282.0907062853803,282.9823321191943,282.9823321191943,left,2.130045047728345,275.73898219608236,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,7,per_7,per_K,1,1,1,switch,B-X-O,O-X-B,X-X-B,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_B-X-O.png,stimuli/m0_wW-R_B-X-O.png,stimuli/m0_none_B-X-O.png,stimuli/mW-R_none_B-X-O.png,stimuli/mB-R_none_B-X-O.png,stimuli/mB-R_none_O-X-B.png,stimuli/mB-R_none_X-X-B.png,stimuli/mW-L_none_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/m0_wW-L_X-X-B.png,0,25,25,6,,,,,,,,,285.1324266597512,291.78456856223056,292.5484543411294,292.5484543411294,292.5484543411294,293.4322955798125,293.4322955798125,None,,286.19711746060057,296.4322984670289,296.4322984670289,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,15,mem_6,mem_K,1,1,1,no,X-B-O,X-B-X,X-X-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_X-B-O.png,stimuli/mW-R_w0_X-B-O.png,stimuli/mB-R_w0_X-B-O.png,stimuli/mB-R_w0_X-B-X.png,stimuli/mB-R_w0_X-X-X.png,stimuli/mW-L_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,26,26,14,,,,,,,,,296.4487187466002,303.0843098029145,303.8477884833119,303.8477884833119,303.8477884833119,304.73245225974824,304.73245225974824,left,1.468435619783122,,,,S1,B-M,2023-01-25_09h13.40.729,knowing_that_K_ONLY,2022.2.5,59.71384237321834,
