trialNo,condition,opacityValue,onsetLatency,stimStartValue,stimShape,stimPath,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,inst_text.started,inst_resp.started,welcome.stopped,inst_resp.keys,inst_resp.rt,inst_resp.duration,trial.started,cross.started,cross.stopped,stimulus.started,key_resp.started,stimulus.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,key_resp.stopped,thankyou.started,text.started,text.stopped,thankyou.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.006801099982112646,0.023840000154450536,0.023840000154450536,7.322798100067303,space,7.296993999974802,None,,,,,,,,,,,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
17,high,1,0.5,1.5,heptagon,./stimuli/heptagon.png,0,0,0,16,7.3712935000658035,,,,,,,,,7.353301700204611,7.3712935000658035,8.370640200097114,8.851564400130883,8.851564400130883,9.05420730006881,9.321818700060248,space,0.46158299990929663,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
21,low,0.05,0.5,1.5,triangle,./stimuli/triangle.png,0,1,1,20,9.337853400036693,,,,,,,,,9.322390800109133,9.337853400036693,10.337663300102577,10.837498600129038,10.837498600129038,11.037478900048882,12.821136800106615,None,,,12.837452300125733,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
6,high,1,1,2,circle,./stimuli/circle.png,0,2,2,5,12.837452300125733,,,,,,,,,12.821597100002691,12.837452300125733,13.837330400012434,14.820647400105372,14.820647400105372,15.020532099995762,15.121267599985003,space,0.28765369998291135,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
44,catch,0,2,3,catch,./stimuli/catch.png,0,3,3,43,15.13748940010555,,,,,,,,,15.121656800154597,15.13748940010555,16.137178600067273,18.137102800188586,18.137102800188586,18.337066299980506,20.12092400016263,None,,,20.137214499991387,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
7,high,1,1.5,2.5,circle,./stimuli/circle.png,0,4,4,6,20.137214499991387,,,,,,,,,20.121190699981526,20.137214499991387,21.136869800044224,22.637190000154078,22.637190000154078,22.836673400131986,22.954220100073144,space,0.3129610999021679,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
14,high,1,1,2,pentagon,./stimuli/pentagon.png,0,5,5,13,22.970529300160706,,,,,,,,,22.954638400115073,22.970529300160706,23.970573200145736,24.9538290000055,24.9538290000055,25.15360950003378,25.337509300094098,space,0.3722376001533121,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
8,high,1,2,3,circle,./stimuli/circle.png,0,6,6,7,25.353662200039253,,,,,,,,,25.337846100097522,25.353662200039253,26.354273400036618,28.336951300036162,28.336951300036162,28.536746200174093,28.787770400056615,space,0.4378581000491977,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
28,low,0.05,2,3,circle,./stimuli/circle.png,0,7,7,27,28.803962300065905,,,,,,,,,28.78810690017417,28.803962300065905,29.80325120012276,31.803426900180057,31.803426900180057,32.00302699999884,32.12169280019589,space,0.316326400032267,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
34,low,0.05,1,2,pentagon,./stimuli/pentagon.png,0,8,8,33,32.136918200179935,,,,,,,,,32.1221098001115,32.136918200179935,33.1367832000833,34.13667340017855,34.13667340017855,34.33647770015523,34.57094320002943,space,0.4201783000025898,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
12,high,1,2,3,square,./stimuli/square.png,0,9,9,11,34.5895853000693,,,,,,,,,34.571279800031334,34.5895853000693,35.603113300167024,37.586582800140604,37.586582800140604,37.78609420009889,38.00363539997488,space,0.4067565998993814,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
1,high,1,0.5,1.5,triangle,./stimuli/triangle.png,0,10,10,0,38.02183670015074,,,,,,,,,38.00397800002247,38.02183670015074,39.036081900121644,39.51974070002325,39.51974070002325,39.71961440006271,39.87039100006223,space,0.3398672000039369,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
19,high,1,1.5,2.5,heptagon,./stimuli/heptagon.png,0,11,11,18,39.88659800007008,,,,,,,,,39.870726000051945,39.88659800007008,40.88621360016987,42.38641310017556,42.38641310017556,42.58623820007779,42.68694980000146,space,0.2911119000054896,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
35,low,0.05,1.5,2.5,pentagon,./stimuli/pentagon.png,0,12,12,34,42.70295840012841,,,,,,,,,42.687292000046,42.70295840012841,43.70256780018099,45.20296790008433,45.20296790008433,45.402718800120056,45.619914000155404,space,0.4008046998642385,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
40,low,0.05,2,3,heptagon,./stimuli/heptagon.png,0,13,13,39,45.63625710015185,,,,,,,,,45.620293700136244,45.63625710015185,46.63583580008708,48.619206600124016,48.619206600124016,48.8190386001952,48.920841900166124,space,0.2990296999923885,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
33,low,0.05,0.5,1.5,pentagon,./stimuli/pentagon.png,0,14,14,32,48.93622660008259,,,,,,,,,48.92118540010415,48.93622660008259,49.935618499992415,50.43607350019738,50.43607350019738,50.6358738001436,50.853241299977526,space,0.40588279999792576,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
37,low,0.05,0.5,1.5,heptagon,./stimuli/heptagon.png,0,15,15,36,50.86915779998526,,,,,,,,,50.85376780014485,50.86915779998526,51.86919350014068,52.352445600088686,52.352445600088686,52.552233200054616,52.65318620018661,space,0.28744120011106133,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
10,high,1,1,2,square,./stimuli/square.png,0,16,16,9,52.67112750001252,,,,,,,,,52.653523800196126,52.67112750001252,53.685457500163466,54.66895140009001,54.66895140009001,54.869032400194556,54.96994800004177,space,0.28847129992209375,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
16,high,1,2,3,pentagon,./stimuli/pentagon.png,0,17,17,15,54.985902100102976,,,,,,,,,54.97033440019004,54.985902100102976,55.98534600017592,57.985676400130615,57.985676400130615,58.18585150013678,58.286334100179374,space,0.28795520006679,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
2,high,1,1,2,triangle,./stimuli/triangle.png,0,18,18,1,58.30879270005971,,,,,,,,,58.286897000158206,58.30879270005971,59.31866020010784,60.30233800015412,60.30233800015412,60.502088100183755,60.62019750010222,space,0.31516340002417564,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
26,low,0.05,1,2,circle,./stimuli/circle.png,0,19,19,25,60.63579359999858,,,,,,,,,60.62053750013001,60.63579359999858,61.63526350003667,62.63535340013914,62.63535340013914,62.835233099991456,62.952544200001284,space,0.3032239999156445,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
20,high,1,2,3,heptagon,./stimuli/heptagon.png,0,20,20,19,62.968762000091374,,,,,,,,,62.952967000193894,62.968762000091374,63.96845860010944,65.96843240014277,65.96843240014277,66.16870280005969,66.28599440003745,space,0.3064055999275297,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
4,high,1,2,3,triangle,./stimuli/triangle.png,0,21,21,3,66.30195039999671,,,,,,,,,66.28633070015348,66.30195039999671,67.30181060009636,69.30180200003088,69.30180200003088,69.5015061001759,69.61938840011135,space,0.3012602999806404,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
36,low,0.05,2,3,pentagon,./stimuli/pentagon.png,0,22,22,35,69.63564160000533,,,,,,,,,69.61994580016471,69.63564160000533,70.63503110012971,72.6349318001885,72.6349318001885,72.83531120000407,73.03672540001571,space,0.40021460014395416,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
27,low,0.05,1.5,2.5,circle,./stimuli/circle.png,0,23,23,26,73.05529370019212,,,,,,,,,73.03719150018878,73.05529370019212,74.06805840018205,75.55164140020497,75.55164140020497,75.75135590019636,75.88698910013773,space,0.3335290998220444,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
41,catch,0,2,3,catch,./stimuli/catch.png,0,24,24,40,75.90140240010805,,,,,,,,,75.88748749997467,75.90140240010805,76.9012155001983,78.90141160017811,78.90141160017811,79.10110970004462,80.88507090019993,None,,,80.90113060013391,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
42,catch,0,2,3,catch,./stimuli/catch.png,0,25,25,41,80.90113060013391,,,,,,,,,80.88537730020471,80.90113060013391,81.9010495999828,83.90125870006159,83.90125870006159,84.10115600004792,85.88468959997408,None,,,85.90104350005277,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
23,low,0.05,1.5,2.5,triangle,./stimuli/triangle.png,0,26,26,22,85.90104350005277,,,,,,,,,85.88494640006684,85.90104350005277,86.90097730001435,88.38447490008548,88.38447490008548,88.58430700004101,88.78521790006198,space,0.3974750000052154,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
15,high,1,1.5,2.5,pentagon,./stimuli/pentagon.png,0,27,27,14,88.80499630002305,,,,,,,,,88.78557030018419,88.80499630002305,89.81743990001269,91.30098940012977,91.30098940012977,91.50068529997952,91.66842000000179,space,0.3546513000037521,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
9,high,1,0.5,1.5,square,./stimuli/square.png,0,28,28,8,91.68880260013975,,,,,,,,,91.66878370009363,91.68880260013975,92.70065940008499,93.18434370006435,93.18434370006435,93.38399000000209,93.48478580010124,space,0.2942872999701649,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
30,low,0.05,1,2,square,./stimuli/square.png,0,29,29,29,93.50114489998668,,,,,,,,,93.48519999999553,93.50114489998668,94.50070030009374,95.50096240011044,95.50096240011044,95.7004309000913,95.85158370016143,space,0.3398011000826955,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
32,low,0.05,2,3,square,./stimuli/square.png,0,30,30,31,95.86754250014201,,,,,,,,,95.85195410018787,95.86754250014201,96.8671575000044,98.86732580000535,98.86732580000535,99.06714250007644,99.21802210016176,space,0.34384649991989136,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
11,high,1,1.5,2.5,square,./stimuli/square.png,0,31,31,10,99.2339960001409,,,,,,,,,99.21865739999339,99.2339960001409,100.23368050018325,101.73396300012246,101.73396300012246,101.93377910018899,102.03550880006514,space,0.2982449000701308,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
31,low,0.05,1.5,2.5,square,./stimuli/square.png,0,32,32,30,102.05083320010453,,,,,,,,,102.03596680006012,102.05083320010453,103.05036050011404,104.55037309997715,104.55037309997715,104.75023670005612,104.85181760019623,space,0.293951999861747,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
13,high,1,0.5,1.5,pentagon,./stimuli/pentagon.png,0,33,33,12,104.87059659999795,,,,,,,,,104.85222890018485,104.87059659999795,105.88337650010362,106.36684300005436,106.36684300005436,106.56691509997472,106.73423649999313,space,0.36296459985896945,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
3,high,1,1.5,2.5,triangle,./stimuli/triangle.png,0,34,34,2,106.75619380013086,,,,,,,,,106.73457880015485,106.75619380013086,107.76674230000935,109.25023840018548,109.25023840018548,109.4498860000167,109.53481350000948,space,0.2825497998856008,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
43,catch,0,2,3,catch,./stimuli/catch.png,0,35,35,42,109.55028930003755,,,,,,,,,109.53518530004658,109.55028930003755,110.5500504001975,112.54981740005314,112.54981740005314,112.74982530018315,114.53349540010095,None,,,114.55006480007432,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
18,high,1,1,2,heptagon,./stimuli/heptagon.png,0,36,36,17,114.55006480007432,,,,,,,,,114.53375900001265,114.55006480007432,115.54963810020126,116.53333220002241,116.53333220002241,116.73308300017379,116.80057130008936,space,0.2565348001662642,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
25,low,0.05,0.5,1.5,circle,./stimuli/circle.png,0,37,37,24,116.81671890011057,,,,,,,,,116.80091440002434,116.81671890011057,117.81617720006034,118.31687640002929,118.31687640002929,118.51638650009409,118.7340920001734,space,0.41409289999864995,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
38,low,0.05,1,2,heptagon,./stimuli/heptagon.png,0,38,38,37,118.75037900009193,,,,,,,,,118.73448109999299,118.75037900009193,119.74947150005028,120.74958509998396,120.74958509998396,120.9495052001439,121.08345900010318,space,0.3200338000897318,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
5,high,1,0.5,1.5,circle,./stimuli/circle.png,0,39,39,4,121.0997719001025,,,,,,,,,121.08384219999425,121.0997719001025,122.09937530010939,122.58322700019926,122.58322700019926,122.78287400002591,122.91696720011532,space,0.32780559989623725,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
29,low,0.05,0.5,1.5,square,./stimuli/square.png,0,40,40,28,122.93558880011551,,,,,,,,,122.91737480019219,122.93558880011551,123.94926879997365,124.43310850020498,124.43310850020498,124.63254020013846,124.78353140014224,space,0.3461270001716912,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
22,low,0.05,1,2,triangle,./stimuli/triangle.png,0,41,41,21,124.8036001001019,,,,,,,,,124.7838717000559,124.8036001001019,125.81607310008258,126.79940170003101,126.79940170003101,126.99912240006961,127.31684240000322,space,0.5012558000162244,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
39,low,0.05,1.5,2.5,heptagon,./stimuli/heptagon.png,0,42,42,38,127.33295820001513,,,,,,,,,127.31726570008323,127.33295820001513,128.33272830001079,129.8325106999837,129.8325106999837,130.03273410000838,130.16650090017356,space,0.3188682000618428,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
24,low,0.05,2,3,triangle,./stimuli/triangle.png,0,43,43,23,130.1828559001442,,,,,,,,,130.16683800006285,130.1828559001442,131.18249840009958,133.18246070016176,133.18246070016176,133.38233630009927,133.83365770010278,space,0.6388677000068128,None,,,,,,S3,2023-10-30_14h05.52.904,example_experiment,2023.2.3,60.00812514804183,2023-10-30 14h06.05.779854 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.83397650020197,133.8489026001189,136.84871800011024,136.83271940005943,,,,,,,
